index,account,postdate,tweet,link,comments,retweets,likes,views,replysource
1,"Diskusi dan Sharing Seputar Bayi  · Gabung","unknown","mau tanya bun, imunisasi campak bikin anak demam gak, besok jadwal anak ku suntik campak, cmn baru aja dia sembuh dri demam sma diare nya, dn baru hari ini jg dia doyan makan lagi, bimbang, biasanya abis imunisasi anak ku demam","https://www.facebook.com/groups/759878459543655/",0,0,7,-1,"NaN"
2,"Diskusi dan Sharing Seputar Bayi  · Gabung","unknown","kalo campak kluar dikit doang di leher ajja udh aga item di suruh tubuh gaada apakah bahaya . nanya ke dokter anak dibilang campak. nginep di RS dibilang bukan campak jadi bingung kalo campak kluar dikit doang di leher ajja udh aga item di suruh tubuh gaada apakah bahaya . nanya ke dokter anak dibilang campak. nginep di RS dibilang bukan campak jadi bingung","https://www.facebook.com/groups/759878459543655/",0,0,3,-1,"NaN"
3,"Diskusi dan Sharing Seputar Bayi  · Gabung","unknown","Bun campak yang 9 bulan gpp di suntik di 11 bulan","https://www.facebook.com/groups/759878459543655/",0,0,22,-1,"NaN"
4,"Diskusi dan Sharing Seputar Bayi  · Gabung","unknown","Setelah demam 3hari muncul ruam merah dibadan sampek wajah. Apakah itu campak bunda??Sekarang bayiku udh gak demam, jd kata bidan desa gak perlu berobat.Klo bunda gimana cara penanganan bayinya klo kena campak? Sharing dong Setelah demam 3hari muncul ruam merah dibadan sampek wajah. Apakah itu campak bunda?? Sekarang bayiku udh gak demam, jd kata bidan desa gak perlu berobat. Klo bunda gimana cara penanganan bayinya klo kena campak? Sharing dong","https://www.facebook.com/groups/759878459543655/",0,0,1,-1,"NaN"
5,"Diskusi dan Sharing Seputar Bayi  · Gabung","unknown","Musim campak membuat anak aku gak bergairah. Demam udah 1 minggu beserta bapil ' panas dalam dan sariawan. Sabtu anak aku mulai mengluarkan bintik"" merah , bahkan minggu malam seninnya anak aku kluar campaknya dari muka sampai kebadan"" .Lemas bahkan matanya susah untuk melek. Untuk nafas pun agak kencang. Alhasil anak aku di rawat agar dapat di infus biar tidak ke kurangan cairan. Lihat Lebih Sedikit Musim campak membuat anak aku gak bergairah. Demam udah 1 minggu beserta bapil ' panas dalam dan sariawan. Sabtu anak aku mulai mengluarkan bintik"" merah , bahkan minggu malam seninnya anak aku kluar campaknya dari muka sampai kebadan"" . Lemas bahkan matanya susah untuk melek. Untuk nafas pun agak kencang. Alhasil anak aku di rawat agar dapat di infus biar tidak ke kurangan cairan. Lihat Lebih Sedikit","https://www.facebook.com/groups/759878459543655/",0,0,8,-1,"NaN"
6,"Diskusi dan Sharing Seputar Bayi  · Gabung","unknown","Anak aku 1 tahun, suntik campak itu dibagian mana ya bun apakah dobell juga??, soalnya anakku besok suntik campak pertama kali","https://www.facebook.com/groups/759878459543655/",0,0,4,-1,"NaN"
7,"Diskusi dan Sharing Seputar Bayi  · Gabung","unknown","Buun apa biasanya dampak dri imunisasi campak 9 bulan ya...apa demam .bengkak bekas suntikan kayak dpt juga ya...ank bunda gmn yg sdh inunisasi campak? Soalnya cemas anaku klu imunisasi demam trus dn ini baru mo imunisasi canpak..","https://www.facebook.com/groups/759878459543655/",0,0,5,-1,"NaN"
8,"Diskusi dan Sharing Seputar Bayi  · Gabung","unknown","Bun, apakah boleh imunisasi pcv di barengin sama campak dalam bulan yang sama? Misalkan campak tgl 10, pcv tanggal 20 Soalnya anak saya pcv nya tertinggal. Anak saya usia 9 bulan...","https://www.facebook.com/groups/759878459543655/",0,0,3,-1,"NaN"
9,"Diskusi dan Sharing Seputar Bayi  · Gabung","unknown","Yang anak nya pernah ngalamin campak?anak ku usia 6tahun lagi terkena campakk hari ini ruam merahnya udh muncul,panas,batuk,mata merah,udh berobat,udh beli obat juga diapotiik, Alhamdulillah panasnya udh mulai turun,tapi matanya masih merah+batuk,apa kah nnti sembuh sendiri?apa boleh dipake salep mata ya?bantu jawab ya bunda²","https://www.facebook.com/groups/759878459543655/",0,0,7,-1,"NaN"
10,"Diskusi dan Sharing Seputar Bayi  · Gabung","unknown","Mau tanya disini ada ga yg anaknya imunisasi campak tp lbh dari 9 bulan? Kbtulan anakku rencana mw imunisasi campak tp usianya udh mw 1 thun, knp ga pas 9 bulan krna dpt 3 aja bru slesai usia 9 bln, bnyak telat soalnya sering bapil, trus ayahnya kurang setuju imunisasi krna anak jd super rewel smpe berhari hari  pdhl anak pertama full imunisasi aman tp yg kdua ini hm sekali","https://www.facebook.com/groups/759878459543655/",0,0,4,-1,"NaN"
