index,account,page,postdate,tweet,link,comments,retweets,likes,views,replysource
47,"Diskusi dan Sharing Seputar Bayi","","unknown","Setelah imunisasi campak trus imunisasi umur brp lagi Bun ? Ada yg bilang umr 12 bulan tp aku baca di kia yg 10 bulan ada , kemarin lupa tanya bidannya Setelah imunisasi campak trus imunisasi umur brp lagi Bun ? Ada yg bilang umr 12 bulan tp aku baca di kia yg 10 bulan ada , kemarin lupa tanya bidannya","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
48,"Diskusi dan Sharing Seputar Bayi","","unknown","Bun , sharing pengalaman setelah anak imunisasi campak yg 9 Bulan donk,q agak worry ,takut timbul bintik-bintik merahBun , sharing pengalaman setelah anak imunisasi campak yg 9 Bulan donk,q agak worry ,takut timbul bintik-bintik merah","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
49,"Diskusi dan Sharing Seputar Bayi","","unknown","Kemarin sempet panik takut banget ade kena campak  habis demam 3 harian setelah demam sembuh tiba2 muncul lah bintik2 ruam di bagian perut sama punggung ajaa,, allham…","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
50,"Diskusi dan Sharing Seputar Bayi","","unknown","Bunda²...Anak sya usia 17 bulan terkena campak, awalnya batuk pilek sya bawa berobat , besok'nya langsung keluar Campak di badan'nya, itu dari hari Minggu sya bwa berobat nya, tapi smpe skrng masih Demam. Campak nya sya liat makin banyak keluar nya. Harus gimna ya sya bund...??? Maaf  sya bertanya sperti ini Bunda²... Anak sya usia 17 bulan terkena campak, awalnya batuk pilek sya bawa berobat , besok'nya langsung keluar Campak di badan'nya, itu dari hari Minggu sya bwa berobat nya, tapi smpe skrng masih Demam. Campak nya sya liat makin banyak keluar nya. Harus gimna ya sya bund...??? Maaf  sya bertanya sperti ini","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
51,"Diskusi dan Sharing Seputar Bayi","","unknown","bulan depan anak saya suntik campak bun ? efek nya bakal demam atau tidak ya ?? di paha atau di tangan suntik nya ?? bulan depan anak saya suntik campak bun ? efek nya bakal demam atau tidak ya ?? di paha atau di tangan suntik nya ??","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
52,"Diskusi dan Sharing Seputar Bayi","","unknown","bund,pilek bisa tidak ikut imunisasi campak?","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
53,"Diskusi dan Sharing Seputar Bayi","","unknown","Bun anak saya usia nya 1 tahun 10 bulan tapi blm di imunisasi Campak saya juga baru ngeh pas liat buku ping pdahal saya rajin posyandu terus saya tanya ke kader posyandu apa bisa imunisasi di puskesmas katanya ntar aja nunggu posyandu lagi apa masih bisa ya di imunisasi campak umur segitu bun","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
54,"Diskusi dan Sharing Seputar Bayi","","unknown","Assalamu'alaikum bun mau tanya anak saya terkena campak habis demam, terus masih merah kyak gitu seluruh tubuh nya,udah dikasih obat tapi belum hilang gmna ya bun cara agar cpt hilang dengan bekas“nya juga agar tidak menghitam","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
55,"Diskusi dan Sharing Seputar Bayi","","unknown","mau tanya imunisasi dpt lanjutan+campak itu imunisasi terakhir ya bund??mau tanya imunisasi dpt lanjutan+campak itu imunisasi terakhir ya bund??","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
56,"Diskusi dan Sharing Seputar Bayi","","unknown","Bun ada yg sama gkBayi 8 bulan nasinya masih di CopperShrusnya udh harus gnti teksturTp krna blum genap 8bulan kena campakJdi smpai skg nafsu mknnya turunSpya dia mau mkn meskipun cma sedikitDrpda gk ad kan bunSusunya juga berkurangMungkin ad bbrpa bunda yg beda pendpt Lihat Lebih Sedikit Bun ada yg sama gk Bayi 8 bulan nasinya masih di Copper Shrusnya udh harus gnti tekstur Tp krna blum genap 8bulan kena campak Jdi smpai skg nafsu mknnya turun Spya dia mau mkn meskipun cma sedikit Drpda gk ad kan bun Susunya juga berkurang Mungkin ad bbrpa bunda yg beda pendpt Lihat Lebih Sedikit","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
57,"Diskusi dan Sharing Seputar Bayi","","unknown","Anak ku mau imunisasi campak ni Bun tgl 18 kira"" kalau imunisasi campak Demam ga ya , kalau kemarin imunisasi dpt Alhamdulillah aman aman ajaAnak ku mau imunisasi campak ni Bun tgl 18 kira"" kalau imunisasi campak Demam ga ya , kalau kemarin imunisasi dpt Alhamdulillah aman aman aja","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
58,"Diskusi dan Sharing Seputar Bayi","","unknown","Imunisasi campak itu bisa bikin demam ngak bund yg udh pengalaman sering donk, apa sama kayak DPT ya bisa bikin demam?","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
59,"Diskusi dan Sharing Seputar Bayi","","unknown","imunisasi campak bikin demam gak bun?soalnya 2 hari lagi mau imunisasi campak","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
60,"Diskusi dan Sharing Seputar Bayi","","unknown","assalamualaikum bun mau tanya yg udah ngalamin suntik imunisasi campak anknya panas demam ga ya atau rewel ...","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
61,"Diskusi dan Sharing Seputar Bayi","","unknown","Bun minta sarannya dong anakku kena campak kemarin ke igd di lab di suruh pulang cuman di kasih obat penurun panas sama di uap tapi sekarang panas nya masih naik turun gimana ya bingung berobat ke dsa juga udah pihak rs pun nyuruh habisin obat dri dsa tapi si anak tidur terus ya","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
62,"Diskusi dan Sharing Seputar Bayi","","unknown","Bun anak ku kena campak belum genap 9 bulan hrus nya bulan ini suntik cmpk ehh keduluan penyakit nya obat nya apa ya Bun sudah berobat Masi ga mempan","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
63,"Diskusi dan Sharing Seputar Bayi","","unknown","Bunda2 mohon maaf izin bertanya, apakah usia 10bln sama 12bln itu imunisasi juga? Maaf, soalnya kata sepupu saya setelah campak yg 9bln itu imunisasi nya nanti lagi kalo sudah 18bln?","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
64,"Diskusi dan Sharing Seputar Bayi","","unknown","Izin bertanya bunda2, setelah imunisasi campak yg 9bln, apakah nanti imunisasi lagi di usia 10 dan 12bln? Soalnya kata sepupu saya setelah campak 9bln, imunisasi nya nanti lagi saat usia 18bln.","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
65,"Diskusi dan Sharing Seputar Bayi","","unknown","Bun, ada nggak yang anaknya pernah kena campak? Sekarang bayi aku masih 2 bulan kena campak, baiknya langsung dibawa ke dokter/bidan atau cukup dirawat di rumah aja ya? Kalau bayi masih full ASI, kira-kira ibunya perlu doping makanan tertentu biar ASI lebih bagus nggak ya?Soalnya kakaknya juga lagi kena campak (lg proses penyembuhan), jadi kemungkinan adeknya ketularan. Mohon sharing pengalamannya bun, makasih banyak. Bun, ada nggak yang anaknya pernah kena campak? Sekarang bayi aku masih 2 bulan kena campak, baiknya langsung dibawa ke dokter/bidan atau cukup dirawat di rumah aja ya? Kalau bayi masih full ASI, kira-kira ibunya perlu doping makanan tertentu biar ASI lebih bagus nggak ya? Soalnya kakaknya juga lagi kena campak (lg proses penyembuhan), jadi kemungkinan adeknya ketularan. Mohon sharing pengalamannya bun, makasih banyak.","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
66,"Diskusi dan Sharing Seputar Bayi","","unknown","Dari maraknya kasus campak yg semakin meluas maka normalisasikan untuk tidak cium anak orang sembarangan T…  Dari maraknya kasus campak yg semakin meluas maka normalisasikan untuk tidak cium anak orang sembarangan T…","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
67,"Diskusi dan Sharing Seputar Bayi","","unknown","bun anak saya tb2 merah gini’ ak takut krna bayak kasus campakalhamdulillah anak saya ga demam","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
68,"Diskusi dan Sharing Seputar Bayi","","unknown","Coba bunda bunda sharing sharing pengalaman baby nya yg pernah kena campak di usia 8 bulan.Tanda tanda nya gimana, cara penanganan nya gimana. Coba bunda bunda sharing sharing pengalaman baby nya yg pernah kena campak di usia 8 bulan. Tanda tanda nya gimana, cara penanganan nya gimana.","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
69,"Diskusi dan Sharing Seputar Bayi","","unknown","Asalamualaikum Bun anak sya sudah 3 hari demam terus sekarang keluar campak dan Alhamdulillah demam nya udah reda tapi sya kaget pas mau ganti baju nya dde di badan nya pada merah² hampir di seluruh badan nya sampai ke muka² minta solusi nya dong harus di kasih bedak apa takut nya gatal soalnya nangis Bae..","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
70,"Diskusi dan Sharing Seputar Bayi","","unknown","Batas usia imunisasi campak usia berapa ya? Anak ku uda usia 1 tahun belom imunisasi campak, setiap ke posyandu ditolak mulu sama bidan nya katanya karena ga ada teman nya sayang obat ny kalo cuma dibuka 1","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
71,"Diskusi dan Sharing Seputar Bayi","","unknown","usia brp ank kna campak bun","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
72,"Diskusi dan Sharing Seputar Bayi","","unknown","GIMANA SIH BUN CARA NGATASIN CAMPAK","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
73,"Diskusi dan Sharing Seputar Bayi","Tips Menghadapi campak pada bayi","unknown","Tips Menghadapi campak pada bayiCampak pada bayi perlu perhatian ekstra Rawat dengan kasih sayang,jaga kebersihan, dan segera periksa ke dokter jika muncul tanda bahaya #parenting #campak #imunisasi #mom_and_kids","https://www.facebook.com/groups/759878459543655/",9,0,0,-1,"NaN"
74,"Diskusi dan Sharing Seputar Bayi","","unknown","assalamu'alaikum bund ini anakku habis imunisasi campak malah jadi bintik dan ruam merah kira2 salebnya apa ya bund? apa ada indikasi lain misalnya alergi","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
75,"Diskusi dan Sharing Seputar Bayi","Sekedar sharing yah mom","ZG66J.com","Sekedar sharing yah momAkhirnya anak ke 3 ku kena campak juga.Awal mulanya anak ke 2 ku (umur 3 tahun) badannya tiba2 hangat selama 2 hari kemudian aku kasih Paracetamol. Alhamdulillah langsung turun panasnya .. hari ke 3 udah sembuh,, hari ke 4 tiba-tiba anak ke 3 ku (umur 1 tahun) badannya hangat Alhamdulillah masih mau makan tapi sedikit cmn 4 suap aja. Mau nya nenen trus, selama 2 hari badan nya masih hangat jg akhirnya aku ksih sanmol drop tp setiap minum dia langsung muntah.aku bingung harus ksh apalagi akhirnya mlm2 aku ksih minyak sinergi aja, Alhamdulillah panasnya mulai turun tp beberapa jam kemudian badan nya hangat lagi. hari ke 7 panas nya mulai tinggi akhirnya aku memutuskan untuk kasih Paracetamol tablet yg dibagi 4 Alhamdulillah setelah 1 jam panasnya langsung turun,, tp anak aku gak mau mkn lagi maunya nenen trus, badannya lemas maunya tiduran aja. akhirnya aku memutuskan untuk ksih dia sufor,, aku simpan dibtol minumnya tp yg diminum sedikit aja.. aku kepikiran ada Pipet tetes obatnya langsung deh aku ksih minum pake itu.. Alhamdulillah minumnya jadi banyak.. hampir stengah dia minum dari 150 ml. Setelah itu dia udah mulai mau main. Hari ke 8 pagi hari tiba2 mukanya memerah, bagian kakinya ada bintik2 merah, matanya gatal, bawaan nya mau tdr trus.. saat itu aku panik ky nya ini campak. Aku teringat biasanya orang2 dikampungku klau gejala seperti itu dikasih air kelapa muda jdi aku suruh suami cepet2 beli kelapa. Setelah dikasih minum badan nya makin memerah. tp nenek nya bilang itu bagus dia kluar penyakitnya jdi makin memerah. Keesokannya kemerahan nya Sudah mulai berkurang. Alhamdulillah hari ke 10 anak aku badan nya udh gak merah lagi udah mau main, udh mau jalan, makan nya udh mulai lahap. oh yah anak ke 2 ku sudah imunisasi campak, sedangkan anak ke 3 ku belum imunisasi campak yah mom. Jdi kesimpulan nya ayo mom yg anaknya belum imunisasi campak segera imunisasi, karena dengan imunisasi bisa mengurangi gejala yg terjadi terhadap anak kita..","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
76,"Diskusi dan Sharing Seputar Bayi","","unknown","bun ijin bertanya perawatan kulit anak kena campak pke apa ya bun biar bekas ruamnya g berbekas hitambun ijin bertanya perawatan kulit anak kena campak pke apa ya bun biar bekas ruamnya g berbekas hitam","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
77,"Diskusi dan Sharing Seputar Bayi","","MI6CqGg9M.com","Campak sejahat itu..yah setelah saya lihat teman sekamar isolasi anak saya yang kena komplikasi campak emang sejahat itu.lihat anak sesak,Diare,mata bengkak gak bisa kebuka berhari2..saya gak tau harus sarann kalian imunisasi atao nggak.karna jujur anak saya gak imunisasi dan anak saya gak ada komplikasi..sedangkan teman skamar yang komplikasi itu imunisasi lengkap.saya hanya meyakini sehat,sakit kita kembali sama Allah..buat orang tua yang pro/kontra imunisasi saya Mendoakan anak2 kita sehat2 smua nya.. Lihat Lebih Sedikit","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
78,"Diskusi dan Sharing Seputar Bayi","","unknown","bund tgl 9 Oktober katanya serentak campak rubella, itu efeknya gmna ya?","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
79,"Diskusi dan Sharing Seputar Bayi","","unknown","Halo bunda, anakku 7 bulan habis demam 4 hari sembuh terus muncul ruam merata di badan kecuali kaki, alhamdulillah ternyata ini virus roseola ya bun, istilah jawa GABAKEN, ada juga yang bilang TAMPEK, bukan campak ya bun.. 3 hari kemudian ruam sdh hilang, kalau campak muncul ruam saat anak masih demam dan disertai keluhan lain seperti batuk, pilek, diare dsb.kalau ada yang mengalami ini jangan khawatir ya bun..  karena gabaken kalau dema reda inshaAllah akan sembuh dengan sendirinya asal nutrisi anak di jaga. Lihat Lebih Sedikit Halo bunda, anakku 7 bulan habis demam 4 hari sembuh terus muncul ruam merata di badan kecuali kaki, alhamdulillah ternyata ini virus roseola ya bun, istilah jawa GABAKEN, ada juga yang bilang TAMPEK, bukan campak ya bun.. 3 hari kemudian ruam sdh hilang, kalau campak muncul ruam saat anak masih demam dan disertai keluhan lain seperti batuk, pilek, diare dsb. kalau ada yang mengalami ini jangan khawatir ya bun..  karena gabaken kalau dema reda inshaAllah akan sembuh dengan sendirinya asal nutrisi anak di jaga. Lihat Lebih Sedikit","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
80,"Diskusi dan Sharing Seputar Bayi","","unknown","Bund sharing dong yg si dedek nya pernah campak gimna cara penanganan nya","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
81,"Diskusi dan Sharing Seputar Bayi","","unknown","Alhamdulillah tadi suntik campak ternyata tidak bikin demam ya bun. Awalnya maju mundur mau imunisasi lanjutan.. new mom Alhamdulillah tadi suntik campak ternyata tidak bikin demam ya bun. Awalnya maju mundur mau imunisasi lanjutan.. new mom","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
82,"Diskusi dan Sharing Seputar Bayi","","unknown","Maaf bunda2 mau nanya itu campak bukan ya?badan panas,rewel","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
83,"Diskusi dan Sharing Seputar Bayi","","unknown","Sharing dong bun, kalo imunisasi campak bikin demam gak ya kaya dpt","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
84,"Diskusi dan Sharing Seputar Bayi","","unknown","Alhamdulilaah hasil bgus bun campak pneumonia udh sehat batuk nya..... Udh mulai mau emm burtim sehat yuk de bb mentok di 8kg masyaAllah","https://www.facebook.com/groups/759878459543655/",1,0,0,-1,"NaN"
85,"Diskusi dan Sharing Seputar Bayi","","unknown","bun, info obat gatal"" yg ampuh sii buat bayi 11bulan, udah 2x berobat smpe cek lab juga takut ruam campak, klo malem garuk"" aja adx'y.. ruam merah gatal menyebar didada, punggung sma tangan aja, muncul setelah demam bapil.. udah seminggu tapi ruam belom sembuh.. klo demam dan bapilnya udah sembuh, ruamnya kayak beruntusan gtu.. orang bilang disni lagi musim panen padi jadi banyak yg gatel"" nnti ilang sendiri katanya.. tpi ga mungkin lh dibiarin gtu aja, 2x berobat dikasih oba…","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
86,"Diskusi dan Sharing Seputar Bayi","","unknown","Ini buat bunda"" yang PRO imunisasi ya' Alhamdulillah  7,5 bulan sudah lulus PerDPTan tinggal nunggu imunisasi  selanjutnya campak umur 9 bulan  Imunisasi bukan cuma jadwal di buku, tapi investasi kesehatan jangka panjang untuk si kecil Setiap vaksin punya peran penting untuk melindungi dari penyakit berbahaya,Jangan tunggu sakit dulu—pencegahan selalu lebih baik daripada pengobatan.Yuk, pastikan imunisasi anak lengkap dan tepat waktu sesuai usia Karena anak sehat hari ini, adalah masa depan yang lebih kuat nanti.”#imunisasianak #jadwalimunisasi #anaksehat #parentingindonesia #edukasianak #ibucerdas #kesehatananak #imunisasilengkap #momlifeindonesia #tumbuhkembanganak #cegahlebihbaik #bayisehat #mpasi #newmomlife—  merasa bersyukur di Ponorogo, Jawa Timur. Lihat Lebih Sedikit Ini buat bunda"" yang PRO imunisasi ya' Alhamdulillah  7,5 bulan sudah lulus PerDPTan tinggal nunggu imunisasi  selanjutnya campak umur 9 bulan  Imunisasi bukan cuma jadwal di buku, tapi investasi kesehatan jangka panjang untuk si kecil Setiap vaksin punya peran penting untuk melindungi dari penyakit berbahaya, Jangan tunggu sakit dulu—pencegahan selalu lebih baik daripada pengobatan. Yuk, pastikan imunisasi anak lengkap dan tepat waktu sesuai usia Karena anak sehat hari ini, adalah masa depan yang lebih kuat nanti.” #imunisasianak #jadwalimunisasi #anaksehat #parentingindonesia #edukasianak #ibucerdas #kesehatananak #imunisasilengkap #momlifeindonesia #tumbuhkembanganak #cegahlebihbaik #bayisehat #mpasi #newmomlife—  merasa bersyukur di Ponorogo, Jawa Timur. Lihat Lebih Sedikit","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
87,"Diskusi dan Sharing Seputar Bayi","","unknown","Barang yang kusediakan setiap abang Mushab imunisasi :1. Sanmol paracetamol drops cair2. Termometer3. Cessa merah fedrop4. Bye-bye fever/Koolfever5. Minyak telon6. Bawang merahSudah lolos imunisasi DPT1,,DPT2 dan teman2nya sisa bulan depan DPT3 dan selanjutnya campak diusia 9 bulan. Jangan kira saya tidak panik dan takut untuk imunisasi anak, saya ada ibu gen z yg sangat takut mengingat banyaknya kasus KIPI pada beberapa anak pasca imunisasi dan bahkan ada yg lebih parah. Apalagi kondisi saya dari anak lahir sampai sekarang cuma berdua dgn suami merawatnya 24jam pun klau suami kerja ya cuma sendiri merawat anak.Tapi dengan modal memberanikan diri dan membesarkan rasa husnudzon ini serta demi kesehatan jangka panjang anak kedepannya maka terjadilah keputusan imunisasi ini, Alhamdulillah sejauh ini aman dan semoga kedepannya tetap begitu kita yakini selalu ikhtiar dan tawakkal itu  #IbunyaMushab #Mushabstory #katakata #parentingtips #imunisasi #edukasiibu Lihat Lebih Sedikit Barang yang kusediakan setiap abang Mushab imunisasi : 1. Sanmol paracetamol drops cair 2. Termometer 3. Cessa merah fedrop 4. Bye-bye fever/Koolfever 5. Minyak telon 6. Bawang merah Sudah lolos imunisasi DPT1,,DPT2 dan teman2nya sisa bulan depan DPT3 dan selanjutnya campak diusia 9 bulan. Jangan kira saya tidak panik dan takut untuk imunisasi anak, saya ada ibu gen z yg sangat takut mengingat banyaknya kasus KIPI pada beberapa anak pasca imunisasi dan bahkan ada yg lebih parah. Apalagi kondisi saya dari anak lahir sampai sekarang cuma berdua dgn suami merawatnya 24jam pun klau suami kerja ya cuma sendiri merawat anak. Tapi dengan modal memberanikan diri dan membesarkan rasa husnudzon ini serta demi kesehatan jangka panjang anak kedepannya maka terjadilah keputusan imunisasi ini, Alhamdulillah sejauh ini aman dan semoga kedepannya tetap begitu kita yakini selalu ikhtiar dan tawakkal itu #IbunyaMushab #Mushabstory #katakata #parentingtips #imunisasi #edukasiibu Lihat Lebih Sedikit","https://www.facebook.com/groups/759878459543655/",1,0,0,-1,"NaN"
88,"Diskusi dan Sharing Seputar Bayi","","unknown","Bun,, ini kenapa ya anakku habis suntik campak tdi sore di bidan sekarang nangis kejer.. Udh di susuin di kompres jga bekas suntikan ttep nangis kejer. Aku cek suhunya 37,1Tolong infonya bun Bun,, ini kenapa ya anakku habis suntik campak tdi sore di bidan sekarang nangis kejer.. Udh di susuin di kompres jga bekas suntikan ttep nangis kejer. Aku cek suhunya 37,1 Tolong infonya bun","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
89,"Diskusi dan Sharing Seputar Bayi","","unknown","Waspada penyakit campak sekarang lagi mewabah. Gejala awal sulit di deteksi dan bintik ruam pun munculnya setelah 5 hari demam. Bayangkan awal penularan juga dari 3 Minggu yang lalu waktu anak saya yang sulung sakit, di RANAP di RS,karena baby gak ada yang jaga ( ASI Eksklusif ) terpaksa ku boyong juga ke rumah sakit. Di situlah penularan campaknya mulai, karena memang banyak bayi dan anak yang di rawat inap dengan penyakit itu.Baby ku 5 bulan terkena campak, awalnya demam tidak ada tanda apa2, saya bawa periksa rawat jalan, pertama obat habis belum ada perubahan, rawat jalan kedua hasil sama,masih demam,batuk,diare, dan akhirnya aku dan suami bawa ke rumah sakit, di rawat inap, setelah di berikan anti biotik, barulah bintik bintik dan ruam merah nya keluar. Semoga lekas sembuh anakku  kangen wajah ceriamu nak  Lihat Lebih Sedikit Waspada penyakit campak sekarang lagi mewabah. Gejala awal sulit di deteksi dan bintik ruam pun munculnya setelah 5 hari demam. Bayangkan awal penularan juga dari 3 Minggu yang lalu waktu anak saya yang sulung sakit, di RANAP di RS,karena baby gak ada yang jaga ( ASI Eksklusif ) terpaksa ku boyong juga ke rumah sakit. Di situlah penularan campaknya mulai, karena memang banyak bayi dan anak yang di rawat inap dengan penyakit itu. Baby ku 5 bulan terkena campak, awalnya demam tidak ada tanda apa2, saya bawa periksa rawat jalan, pertama obat habis belum ada perubahan, rawat jalan kedua hasil sama,masih demam,batuk,diare, dan akhirnya aku dan suami bawa ke rumah sakit, di rawat inap, setelah di berikan anti biotik, barulah bintik bintik dan ruam merah nya keluar. Semoga lekas sembuh anakku  kangen wajah ceriamu nak  Lihat Lebih Sedikit","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
90,"Diskusi dan Sharing Seputar Bayi","","unknown","Bun mau tanya, ini campak atau biang keringet ya, anak saya gada bapil demam, parno banget jadinya","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
91,"Diskusi dan Sharing Seputar Bayi","","unknown","Buat yg punya bocil,,hati2 virus campak dmn mna??,anak saya kena juga,,5 hari panas tinggi,mata berair,diare,dan keluar kebadannya","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
92,"Diskusi dan Sharing Seputar Bayi","","unknown","Kirain Campak Padahal banyak juga  bunda yang alamin anaknya kayak gini, ternyata ini flu singapur karena bintik-bintiknya hanya pada telapak kaki, tangan dan selangkangan Semoga segera pulih Lihat Lebih Sedikit","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
93,"Seputar Mpasi dan Tumbuh Kembang Anak","","unknown","Bunda2 mau nanya.. Stelah vaksin campak , biasanya efek sampinng apa yg muncul pada anAk ?? Yg paling umumlah.. Mungkin sperti diare , demam atau apa gtuh?? Soalnya bru mau vaksin campak anak sy.. Takut ada apa2.. Bunda2 mau nanya.. Stelah vaksin campak , biasanya efek sampinng apa yg muncul pada anAk ?? Yg paling umumlah.. Mungkin sperti diare , demam atau apa gtuh?? Soalnya bru mau vaksin campak anak sy.. Takut ada apa2..","https://www.facebook.com/groups/1019457676237045/",0,0,0,-1,"NaN"
94,"Diskusi dan Sharing Seputar Bayi","","unknown","Alhamdulillah selesai drama imunisasi perDPt an.. Dpt 1 rewel & demam. Dpt 2&3 gak demam, gak rewel. Tinggal nunggu campak lagi di usia 9 bulan nanti.. semoga anak2 kita diberikan kesehatan selalu. Aamiin  Lihat Lebih Sedikit","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
95,"INFORMASI TUMBUH KEMBANG ANAK🧑‍🍼🤱👪","","unknown","Hallo bund,mau tanya dong disini ada ga ya anaknya yang pernah kena campak sebelum waktu imunisasi?Ada tips penanganan ga ya?anakku kayaknya kena campak mau tak bawa ke klinik tapi masih hari Minggu klinik tutup. Hallo bund,mau tanya dong disini ada ga ya anaknya yang pernah kena campak sebelum waktu imunisasi? Ada tips penanganan ga ya?anakku kayaknya kena campak mau tak bawa ke klinik tapi masih hari Minggu klinik tutup.","https://www.facebook.com/groups/263952457049171/",0,0,0,-1,"NaN"
96,"Dunia MPASI","","unknown","Bun imunisasi campak apa ada efek panas ny????","https://www.facebook.com/groups/749561656526211/",0,0,0,-1,"NaN"
97,"Diskusi dan Sharing Seputar Bayi","","unknown","bun mau nnya klo suntk campak tpi ank ny lg batuk kira"" boleh engga sih bun?","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
98,"Diskusi dan Sharing Seputar Bayi","Tolong di mengerti ya aunty uncle","unknown","Tolong di mengerti ya aunty uncle#Darurat #Campak","https://www.facebook.com/groups/759878459543655/",0,0,0,-1,"NaN"
99,"RESEP MASAKAN KUE ,ROTI,CEMILAN,DAN MINUNAN.","","unknown","Apakah Campak Berbahaya?Banyak yang menganggap campak hanya “penyakit biasa” pada anak… tapi benarkah demikian? Faktanya, campak bisa memicu komplikasi serius yang tidak boleh dianggap sepele. Mulai dari infeksi paru-paru yang menyebabkan sesak napas, hingga gangguan lain yang bisa memperburuk kondisi anak Pada kondisi tertentu, dampaknya bisa lebih berat—terutama pada bayi, balita, atau mereka dengan daya tahan tubuh yang rendah Yang sering tidak disadari, komplikasi ini bisa memerlukan perawatan intensif dan berisiko menimbulkan dampak jangka panjang. Karena itu, menganggap campak sebagai penyakit ringan justru bisa menjadi kesalahan yang berbahaya Lalu, seberapa serius sebenarnya dampak campak bagi kesehatan? Tonton video ini sampai selesai untuk mengetahuinya!#WaspadaCampak #CegahCampak #SehatItuPilihan #EdukasiCampak #EdukasiKesehatan Lihat Lebih Sedikit Apakah Campak Berbahaya? Banyak yang menganggap campak hanya “penyakit biasa” pada anak… tapi benarkah demikian? Faktanya, campak bisa memicu komplikasi serius yang tidak boleh dianggap sepele. Mulai dari infeksi paru-paru yang menyebabkan sesak napas, hingga gangguan lain yang bisa memperburuk kondisi anak Pada kondisi tertentu, dampaknya bisa lebih berat—terutama pada bayi, balita, atau mereka dengan daya tahan tubuh yang rendah Yang sering tidak disadari, komplikasi ini bisa memerlukan perawatan intensif dan berisiko menimbulkan dampak jangka panjang. Karena itu, menganggap campak sebagai penyakit ringan justru bisa menjadi kesalahan yang berbahaya Lalu, seberapa serius sebenarnya dampak campak bagi kesehatan? Tonton video ini sampai selesai untuk mengetahuinya! #WaspadaCampak #CegahCampak #SehatItuPilihan #EdukasiCampak #EdukasiKesehatan Lihat Lebih Sedikit","https://www.facebook.com/groups/1087035261366977/",0,0,0,-1,"NaN"
100,"KOPEKUSO ( KOMUNITAS PECINTA KUCING SOLO )","","unknown","Yang pernah vaksin kucing, biasanya vaksin pertama harganya kisaran berapa nggih? Suwun","https://www.facebook.com/groups/477208712412454/",0,0,0,-1,"NaN"
