index,account,postdate,tweet,link,comments,retweets,likes,views,replysource
1,"Kampak torgamba  · Gabung","unknown","Berita sore Telah terjadi pembvnvh4n di kandang motor. Sore ini. Menurut informasi org Kampung lalang cikampak labusel.Motif belum di ketahui. Semoga cepat kelar permasalahanya.","https://www.facebook.com/groups/1100508217125029/",0,0,64,-1,"NaN"
2,"Sharing Tumbuh Kembang Anak Balita  · Gabung","unknown","mom sharing yang anaknya pernah kayak gini. ini awalnya habis vaksin campak terus besoknya langsung kayak gini tambah kesini tambah menyebar jadi 1 badan. udah periksa… Lihat selengkapnya mom sharing yang anaknya pernah kayak gini. ini awalnya habis vaksin campak terus besoknya langsung kayak gini tambah kesini tambah menyebar jadi 1 badan. udah periksa… Lihat selengkapnya","https://www.facebook.com/groups/282962616769375/",0,0,1700,-1,"NaN"
3,"Info Vaksin Gratis  · Gabung","unknown","yang bisa buat keterangan vaksin 1- 4","https://www.facebook.com/groups/725809851654492/",0,0,4,-1,"NaN"
4,"KOPEKUSO ( KOMUNITAS PECINTA KUCING SOLO )","unknown","Yang pernah vaksin kucing, biasanya vaksin pertama harganya kisaran berapa nggih? Suwun","https://www.facebook.com/groups/477208712412454/",0,0,1,-1,"NaN"
5,"KOPEKUSO ( KOMUNITAS PECINTA KUCING SOLO )","unknown","Yang kucingnya mau steril gratis syarat dan ketentuan sudah vaksin rabies dan ada bukunyaYang kucingnya mau steril gratis syarat dan ketentuan sudah vaksin rabies dan ada bukunya","https://www.facebook.com/groups/477208712412454/",0,0,11,-1,"NaN"
6,"INDONESIA  · Gabung","unknown","Proyek pesanan siapa tuh udah datang tinggal disebarluaskan entah lewat udara atau humanity tourch...… Lihat selengkapnya Proyek pesanan siapa tuh udah datang tinggal disebarluaskan entah lewat udara atau humanity tourch...… Lihat selengkapnya","https://www.facebook.com/groups/207100049320404/",0,0,172,-1,"NaN"
7,"Group title pending  · Gabung","unknown","Wabah hantavirus yang terjadi di kapal pesiar MV Hondius kembali memicu perhatian terhadap upaya pengembangan vaksin untuk virus tersebut. Meski penelitian terus berjal… Lihat selengkapnya","https://www.facebook.com/groups/182570445663977/",1,0,1,-1,"NaN"
8,"Info Vaksin Gratis  · Gabung","unknown","info dong yang bsa nembak vaksin ke 3 yang nembus, buruh cepet soalnya","https://www.facebook.com/groups/725809851654492/",0,0,3,-1,"NaN"
9,"Rottweiler Indonesia in New Normal Condition","unknown","Calon pejantan tangguh Usia 11bulan.… Lihat selengkapnya Calon pejantan tangguh Usia 11bulan.… Lihat selengkapnya","https://www.facebook.com/groups/333104143482242/",0,0,13,-1,"NaN"
10,"Rottweiler Indonesia in New Normal Condition","unknown","Kembali Hadir.. Anakan Rottweiler Jantan Non Stambun Superbig..Terlahir dr Indukan Rott berstambun.. DOB 28 Januari 2026.. Hari ini umur 1 bulan 17 hari.. Sdh termasuk Vaksin Eurican 4 (E4)..… Lihat selengkapnya Kembali Hadir.. Anakan Rottweiler Jantan Non Stambun Superbig.. Terlahir dr Indukan Rott berstambun.. DOB 28 Januari 2026.. Hari ini umur 1 bulan 17 hari.. Sdh termasuk Vaksin Eurican 4 (E4)..… Lihat selengkapnya","https://www.facebook.com/groups/333104143482242/",0,0,12,-1,"NaN"
11,"KOPEKUSO ( KOMUNITAS PECINTA KUCING SOLO )","unknown","ADAKAN VAKSIN GRATIS/SUBSIDI??ADAKAN VAKSIN GRATIS/SUBSIDI??","https://www.facebook.com/groups/477208712412454/",0,0,2,-1,"NaN"
12,"Rottweiler Indonesia in New Normal Condition","unknown","Ready Lagi 1 Betina Usia 2 Bulan Kurang 7 hariStanbum, Vaksin & Obat Cacing   Lihat selengkapnya","https://www.facebook.com/groups/333104143482242/",1,0,1,-1,"NaN"
13,"ADOPSI KUCING SOLO DAN SEKITARNYA","unknown","Aku mau adopt kucing ras persia- jantan - no kutu dan jamur- pup pip di litter box- aktif, lincah… Lihat selengkapnya Aku mau adopt kucing ras persia - jantan - no kutu dan jamur - pup pip di litter box - aktif, lincah… Lihat selengkapnya","https://www.facebook.com/groups/273405435676711/",0,0,1,-1,"NaN"
14,"KOPEKUSO ( KOMUNITAS PECINTA KUCING SOLO )","unknown","info vaksin kucing area solo yang terjangkau selain puskeswan dimana yaa???info vaksin kucing area solo yang terjangkau selain puskeswan dimana yaa???","https://www.facebook.com/groups/477208712412454/",0,0,1,-1,"NaN"
15,"KOPEKUSO ( KOMUNITAS PECINTA KUCING SOLO )","unknown","Maaf kak mau tanya,Seberapa penting Vaksin untuk kesehatan kucing kedepanne kak dan umur brp harus di Vaksin.(Mau Vaksin kitten takut malah demam dan sakit)Terimakasih Maaf kak mau tanya, Seberapa penting Vaksin untuk kesehatan kucing kedepanne kak dan umur brp harus di Vaksin. (Mau Vaksin kitten takut malah demam dan sakit) Terimakasih","https://www.facebook.com/groups/477208712412454/",0,0,1,-1,"NaN"
