index,account,postdate,tweet,link,comments,retweets,likes,views,replysource
"1","KelasFilm","","YOUNG WOMAN AND THE SEAJudul Lokal: Gadis dan Lautan / Wanita Pertama Menyeberangi Selat… Lihat selengkapnya","https://web.facebook.com/reel/1828686311874154/","0","0","0","-1","NaN"
"2","Tiara","","Bunda²mau nanya dong??obat campak apa ya? yang bagus","","0","0","6","-1","NaN"
"3","Elena Bila","","Assalamualaikum bunda2 cantik , bagi pengalaman yang sudah vaksin campak sama ipv 2 .bikin panas ngga ya ?tadi di kasih Paracetamol.adek disuruh bidan minum Paracetamol tapi tanggal kadaluarsa di bulan Agustus tahun 2026, sedangkan sekarang sudah bulan juli baiknya diminumkan atau beli yg baru Bun ?terimakasih saran nya.","","0","0","10","-1","NaN"
"4","Bao Chenx","2025-08-29T14:20:00.000Z","Sumpah  ,udah puluhan anak yg gua bantu nanganin campak.. Dulu sebelum gua tau penyembuhan alami aja, gua kasih herbal China namanya ""MAPO""  pada sembuh..Apalagi sekarang, makin gua anggap cetek lah.… Lihat selengkapnya","https://web.facebook.com/photo/?fbid=757232593738471&set=a.101256392669431","196","61","477","-1","NaN"
"5","Neng Cintha","2026-05-13T14:48:00.000Z","Efek Campak Separah ini Ada yang sama kah? Bisa hilangkan ini belangnya?#fyp #campak","https://web.facebook.com/cintaofficial1212/posts/pfbid0eGCKu3qjJ9TBhE9d7NXSAZxUH5bTn1KeTcDjsgACNFYBAqyFTKzvhzyznGddGCJ4l","23","1","21","-1","NaN"
"6","#campak","","Separah ini dekk  #campak","https://web.facebook.com/photo/?fbid=1725440952145077&set=pcb.1725441232145049","0","0","0","-1","NaN"
"7","Ambarwati","2026-03-27T20:22:00.000Z","Setelah covid19 terbitlah propaganda campak,sprti batuk pilek sj ini mah mdh utk disembuhkan,yaa krn agendanya,1.kembalikan otak ke RS,sbg pasien abadi.… Lihat selengkapnya","https://web.facebook.com/photo/?fbid=1402554171900999&set=a.356653129824447","461","300","791","-1","NaN"
"8","Ambarwati","2026-03-11T09:15:00.000Z","Bukannya tambah kebalik? Kita mubahala sj pak,Mengapa gencar sekali BERMUBAHALA? ya,sbb semakin kesini merrka berbicara tanpa data tanpa logika tanpa analisa dan tanpa… Lihat selengkapnya","https://web.facebook.com/photo/?fbid=122286093410196999&set=a.122097326228196999","958","50","680","-1","NaN"
"9","Fevi Yuriandika","2026-03-09T10:24:00.000Z","Demam gak sembuh2 dah 5 hari, baru keluar bintik2, rupa nya kena campak,, Jadi cerita nya pasien ini memang belum di vaksin campak, dah 5 hari demam gak turun2 panas nya, ortu nya mulai cemas, khawatir, dan takut anak nya kena sakit dbd dll,, Rupa nya di hari ke 5 keluar lah biang kerok nya, ruam2 merah, ciri khas campak,, Kenapa campak yang dlu jarang bisa muncul kembali dan mewabah? Karna memang herd immunity  tidak terbentuk, di karenakan banyak nya balita yang tidak di imunisasi,, sehingga memberikan ruang yang sangat besar bagi virus campak berkembang dan menyerang anak2,, maka nya jaman dlu itu di ciptakan vaksin campak agar orng2 bisa di vaksin dan terhindar dari virus campak yang mematikan itu.. Nah buat yang sudah terlanjur gak vaksin dan Buat semua bunda2 yang punya anak balita,, Tunda dlu bawa anak ke keramaian ya,, Rutin kasi vitamin D biar daya tahan tubuh nya kuat, dan gak gampang sakit,, Berikut tips2 agar terhindar dari campak :1. Rajin cuci tangan2. Jgn kontak dengan orng yg terkena campak3. Lengkapi imunisasi dasar4. Jika demam segera bawa berobat#Semuaorang#jangkauanluas#fyp","https://web.facebook.com/klinik.yuriandika/posts/pfbid0aCC9f5rm64dMuFfYWK8TSqUZdsWL6SHrr8sPpLFLzFxZqs4t4TqppqaGFHiFkT8Zl","892","627","2900","-1","NaN"
"10","Adee N Nabilla","","IMUNISASI YANG 12 BULAN(sesudah campak)Bikin demam nggak bun?IMUNISASI YANG 12 BULAN(sesudah campak)Bikin demam nggak bun?","","0","0","14","-1","NaN"
"11","Sumayyah Arini","","Apakah Vaksin Campak Injeksi dan Single Patogen Sudah Cukup? Perspektif Metagenomik dan ImmunopathologySelama puluhan tahun, pencegahan campak bertumpu pada vaksin injeksi berbasis virus campak yang dilemahkan (live-attenuated). Bukti klinis versi jurnal mainstream dikatakan efektivitasnya yang tinggi dalam menurunkan angka kematian dan penularan. Meskipun bukti-bukti ini juga harus kita kritisi apa parameternya, dan ada tidak confl… Lihat selengkapnya","","0","0","38","-1","NaN"
"12","Sri Mahyuni","","Ternyata campak/gabakan sejahat itu ya Panas dari 38°-39,8°Batuk,pilek,diare,kepala pening,mata sampe bengep5 hari menahan kan demam yg naik turunAlhamdulillah hari ini panasnya turun semoga ngga naik lagi ya sayangku#masyaallahgapapakoknakayahbundabegadangjagainkarnakamurewel","https://web.facebook.com/sri.mahyuni.960392/posts/pfbid02CDGoKvBbsQvFwZA2aPR6iQPXGSxekMMW9bif2DBEwQgddFdxzezf1ah2FqYfs48vl","20","1","30","-1","NaN"
"13","Nourma","2026-03-13T02:01:00.000Z","Ternyata campak bukan hanya menyer4ng bayi tapi orang dewasa juga","https://web.facebook.com/photo/?fbid=26377372158567061&set=pcb.26377373695233574","1","0","0","-1","NaN"
"14","Nurlaela","2026-06-04T10:09:00.000Z","maaf mau nanya, imunisasi campak bikin anak demam nggak ya?, trs bates waktu nya sampe berapa bulan?","https://web.facebook.com/photo/?fbid=2055728002493348&set=gm.1346931257505036&idorvanity=759878459543655","31","0","31","-1","NaN"
"15","Sukma","2026-07-10T13:27:00.000Z","Tanggal 4 juli kemarin anak ku suntik campak,trs DSA nya bilang gak bakalan demam,trs gak dikasih obat apa"" juga tapi bayar 30 RB..singkat cerita 2 hari setelah suntik mr anak demam trs udh turun demam dan seluruh badanya keluar merah"" kayak gini,kira"" bahaya atau bagus yah KLO merah,"" ditubuh nya keluar,ada yng bilang panas dlm dia,kira""anak bunda"" ada yang sama gakbund,trs mau tau dikasih apa ya supaya gak rewel trs anaknya","https://web.facebook.com/photo/?fbid=1068219902440117&set=gm.1055193537514060&idorvanity=499529556413797","148","1","114","-1","NaN"
"16","Susanty Osa","","Imunisasi lengkap udah Suntik campak 3x jugak uda, Pas bayi umur 9 bulan, bayi umur 16 bulan, dan usia 6 tahun (kelas 1sd)Dan usia 3 tahun dulu kena campak jugakk iya Sekarang kena cacar air diusia kurang dari 7 tahun  padahal baru suntik campak ke3 Anakku aktif dan demam hanya pas hari pertama cacar air,, ini hari ke3 cacar air,, kukasi obat minum dan anti virus + salep Kadang kan, kalo dipikir2 lagi, kenapa anak yg gak dapat imunisasi lebih aman gak kena campak atau cacar air, malah yg lengkap imunisasi yg kena ???Gak ngertilah bilangkannya  #campak #imunisasilengkap #suntikcampak #cacarair #fyppp #viral #imunisasi #anakkenacacarair","https://web.facebook.com/s.susantycaemosa/posts/pfbid02TT14R98z5RYjGef9Dec1dfmhEQr3U4Av2hQUoLs4nciNK6dT3H5phfYmMknu6whBl","41","6","32","-1","NaN"
"17","Pakdhe Indro","2025-09-17T14:04:00.000Z","CAMPAK BIASA BUKAN LUAR BIASACampak bahasa Jawanya Gabagen.Campak diakibatkan oleh Morbilivirus.Kakek & nenek kita semua mengalami & sembuh sendiri dalam 2 minggu, makanya disebut SELF LIMITING DISEASE.Awalnya anak demam, batuk 4 hari, kemudian muncul ruam (4-7 hari), saat muncul ruam merupakan tanda SISTEM KEKEBALAN TUBUH BEKERJA melawan virus.Yang diperlukan saat anak kena campak adalah :1. Istirahat : agar energi efektif utk kerja sistem kekebalan2. Makan cukup : untuk energi produksi makrofag3. Minum : mencegah dehidrasi 4. Vitamin A C E & antioksidan : utk menjaga hati & produksi plasma albumin + sel-sel kekebalanPengenalan campak cukup sekali saja & bisa lewat infeksi alami.Setelah sembuh tubuh manusia akan kenal SEUMUR HIDUP terhadap morbilivirus campak & jika kena lagi KAPANPUN selalu akan sembuh lebih cepat.Campak / Gabagen penyakit biasa & BUKAN KLB (Kejadian Luar Biasa).Semua rakyat yg faham & belajar BISA MENGATASI sejak zaman dahulu tanpa perlu takut & panik.Pakdhe Indro.17 September 2025","https://web.facebook.com/chooni.romadhony.1/posts/pfbid02C22Nu3SpFFbCWo3wNcLWMQwAZkWnRHdkbhGGztqy5XF8cU2Kijmvyn3wP6Lz8HSSl","95","103","581","-1","NaN"
"18","Mom Uung","","Mom Uung turut berduka cita atas kepergian 72 anak Indonesia akibat campak. Semoga keluarga yang ditinggalkan diberi kekuatan🥺","https://web.facebook.com/reel/1587220729185010/","0","0","0","-1","NaN"
"19","Cakra Adi Negara","","Putra kami berpotensi menjadi salah satu suspect 'ground zero' pandemi virus campak nasional akibat keteledoran Puskesmas dan RSUD yang lambat penanganan deteksi dini.Sudah seminggu ini putra kami sakit. Berawal dari flu, batuk, disertai ruam merah di wajah, sampai muntah-muntah terus. Seminggu ini kami benar-benar berlomba kasih asupan ASI dan MPASI (walaupun ujung-ujungnya dimuntahin lagi) demi mencegah dia dehidrasi. Bahkan hari pertama putra kami mulai menunjukkan gejala demam tinggi pun kami sudah sigap melakukan tindakan check-up secara berkala.​Tapi yang bikin saya sangat kecewa adalah penanganan birokrasi kesehatan kita. Kita sebagai Ayah sudah berusaha memastikan jaminan kesehatan untuk keluarga, tapi penanganan di lapangan terkesan lambat dan tidak akurat. Kami di-pingpong berkali-kali antara Puskesmas (faskes 1) dan RSUD (faskes 2).​Awalnya, kedua faskes ngotot kalau anak kami cuma demam, batuk, dan flu biasa. Padahal kami sudah jelas menginformasikan kondisi medisnya. Ada muntah terus-menerus dan muncul ruam di wajah. Anak kami cuma diberi paracetamol dan obat generik, lalu disuruh balik 3 hari lagi. Gimana sih logikanya? Sudah tahu muntah-muntah, otomatis obat oral pasti nolak. Pilihannya cuma antara dua: Lewat anus atau infus.​Bukannya membaik, kondisinya malah makin menurun. Pas kami balik lagi ke Puskesmas, dokternya masih ngotot kalau ini bukan campak hanya berdasarkan hasil laboratorium generik. Kalau saya nggak neken buat minta surat rujukan, mungkin kondisinya bakal lebih parah. Bayangkan, dalam kondisi begitu, cuma diberi paracetamol lewat anus. Padahal paracetamol itu cuma buat ngeredain demam sementara, bukan membunuh virusnya.​Puncaknya di IGD RSUD kemarin. Anak kami sempat ditolak untuk penanganan intensif dan malah digeser ke pendaftaran pasien umum, bukan BPJS. Dalihnya adalah bukan kegawatdaruratan dan disuruh rawat jalan. Padahal secara medis, bayi dengan risiko dehidrasi tinggi itu sudah masuk fase darurat.​Sekarang setelah kami balik lagi dan agak memaksa, baru tindakan diambil. Ruamnya sudah menjalar ke seluruh tubuh, dan dia sudah di tahap menolak MPASI maupun ASI. Diagnosanya sekarang dikhawatirkan virusnya sudah menjalar ke infeksi paru, sampai butuh rontgen dan ventilator oksigen. Seisi nakes di IGD mulai panik: ""Ada suspect pasien infeksius""​Dan setelah kondisinya memburuk begini, baru dokter jaganya bilang: ""Pak, diagnosa awalnya ini anaknya terkena campak.""​Lah? Kemarin seminggu bolak-balik ngotot bilangnya cuma demam biasa. Pas infeksi sudah parah begini, baru membenarkan kekhawatiran saya dari awal. Padahal zaman sudah semakin canggih. Walaupun kita bukan dokter, tapi paling tidak, gejala itu bisa di riset secara mandiri.Hasilnya?Anak kami positif campak. Bahkan sudah sampai merembet ke infeksi paru. Masuk ruang isolasi infeksius. Padahal kalau penanganannya tepat, mungkin anak kami tidak sampai terkena infeksi paru. Masih bisa ditangani dengan dihajar obat-obatan infus dan isolasi medis sedari dini. Bayangkan, selama seminggu ini sudah berapa orang yang kami tularkan melalui droplet? Apalagi anak kami sudah beberapa kali masuk ruang MTBS yang juga ada banyak balita-balita seusianya di sana. Lucunya pas saya minta rujukan di Puskesmas, malah masih ditanya kenapa saya nggak membawa anak saya yang statusnya infeksius. Padahal kemarin sudah di cek kondisi fisik dan hasil labnya. Terus kalau anak kami nanti menjadi 'ground zero' penyebaran virus campak di situ hingga penyebarannya menjadi isu pandemi nasional memangnya pada mau tanggung jawab?Padahal kalau penanganannya cepat, kami bisa lebih dulu karantina mandiri sebagai carrier virus campak. Tapi karena keteledoran nakes baik di Puskesmas dan RSUD yang terkesan lambat penanganannya, mungkin akan ada banyak bayi-bayi yang tertular oleh kami. Bisa saja saya gugat kalau mau, tapi balik lagi, kita ini siapa? Cuma rakyat biasa. Mana mau Puskesmas dan RSUD kasih kompensasi? Palingan cuma ucapan permintaan maaf saja. Sekarang giliran sudah menjadi salah satu suspect ground zero, baru deh saya diwawancarai untuk laporan riset ke Kementerian Kesehatan RI.​Pertanyaan saya, kok bisa komunikasi antara Puskesmas dan RSUD seringkali nggak sinkron begini? Ini bukan yang pertama, sejak istri saya masih check-up mengandung pun sudah begini polanya. Untungnya, saya tipe orang tua yang selalu riset mandiri setiap kali anak kenapa-kenapa. Tapi bayangkan gimana nasib orang tua yang cuma bisa pasrah pas di-pingpong ke sana kemari?​Itulah alasan kenapa saya selalu vokal mengkritisi pemerintah dan sektor-sektor pelayanan publik. Karena saya dan keluarga adalah korban nyata dari kecarut-marutan sistem di negara ini. Yang saya heran, kok bisa RSUD yang operasionalnya dibiayai APBD masih mau cari profit dari rakyatnya dengan cara menggiring pasien BPJS ke pasien umum? Kalau RS swasta sih kita maklum.FYI, putra kami ini masih berusia 8 bulan, sedangkan imunisasi campak rubela itu baru bisa di inject pada usia 9 bulan. Jadi belum kena imunisasi campak rubela. Entah putra kami ini terinfeksi di mana. Saya tracing 10-14 hari ke belakang, kami mayoritas cuma berada di rumah, dan kondisi rumah kami sangat terjaga kebersihannya. Putra kami hampir 1×24 jam berada pada suhu yang cukup di ruangan AC. Padahal soal baby caring, kami sangat concern betul. Ibarat anak kami cuma terkena bentol gigitan nyamuk saja treathment pencegahan malaria dari kami untuk anak itu nggak main-main. Semua program imunisasi dan kegiatan posyandu untuk anak-anak kami nggak pernah telat, apalagi absen. Sampai tebal betul itu buku pink milik istri saya sudah seperti jurnal medis berjalan. Jadi bukan karena perilaku kami yang jorok, nggak higienis atau tidak aware dalam hal parenting.​Semoga cepat sehat ya nak. Papa mama bareng kamu terus.","https://web.facebook.com/OfficialChakz/posts/pfbid02Erpgz6ypzqPtyS9UUGyK8Kpfhh2WJwXFfrmQ35ztWnRwvCmYpVpQZoF6keZsAtNrl","246","100","698","-1","NaN"
"20","Bao Chenx","","Gua ga pernah ngajarin air kelapa muda buat campak ya. Itu mah yg sembuh untung2an. Kaya dokter specialis cuan ngobatin campak. Udah sembuhnya baru boleh air kelapa, biar lancar bab.Gua ga pernah ngajarin air kelapa muda buat campak ya. Itu mah yg sembuh untung2an. Kaya dokter specialis cuan ngobatin campak. Udah sembuhnya baru boleh air kelapa, biar lancar bab.","","0","0","711","-1","NaN"
"21","Sindy Eyelash Pameungpeuk","","Ini pas anak aku campak, jujur campak emng jahat bngt!! Sebelum keluar nya bintik merah anak aku demam 11 hari naik turun udh berobat 3x tpi ttp panas, trus anak tiba t… Lihat selengkapnya","https://web.facebook.com/photo/?fbid=122235709556099347&set=pcb.122235710324099347","0","0","0","-1","NaN"
"22","Mom Uung","","🚨 Campak Lagi Meningkat, Lebaran Harus Lebih Waspada!","https://web.facebook.com/reel/1249305397405729/","0","0","0","-1","NaN"
"23","Amsah Mamhadam","","Astaghfirullah,, ternyata pasien campak masih Banyak,,,","https://web.facebook.com/photo/?fbid=1358092709606205&set=pcb.1358092789606197","0","0","0","-1","NaN"
"24","Dwi Irmaya Sari","2026-03-08T09:09:00.000Z","Kisah ku tobat jdi antivaksin. Awalny Saya anti vaksin. Krn bca artikel2 para anti vaksin sbagai seorang ibu baru saya was was  yg pling ganjel d hati it masalah kehalalan vaksin, tp anak saya dpt vaksin lngkp kecuali campak krn ayah saya pro vaksi dan beliau lumayan otoriter jd syaa kan segan sama beliau jd mau g mau ya anak saya di vaksin, sampek usia ke 9 bln dan waktu my posyandu  saya cari cara ngajak anak saya jln2 biar g vaksin campak,  singkat cerita anak saya sdah usia 1,5 thun  terkena campak ruam ny sangat bnyak menutupi seluruh bagian tubuh ny deman ny jg tinggi jgn kan buat gerak dy ngomong ajj kyk yg g bsa buat melek ajj kyk g ada tenaga nyesek lah klw inget it,, dsini saya masih blom sadar klw anak saya sakit campak bkn krn saya g kasih dy vaksin campak saya masih brfikir qodratullah emg waktu ny dy sakit kan, lah trs ada tetangga dan anak ny yg jengguk anak saya,  2 hr  stlh jenguk Zidna anak tetangga syaa sakit campak jg tp dy di vaksin dan saya liat perbedaaany antara yg di vaksin dan enggak sma sama kena campak tp g se parah anak saya di situ saya mulai open minset tntg vaksin saya minta nasehat tmn2 dokter jg saya di kasih pencerahan masalah kehalalan vaksin. Dan fix saya insya allah tobat jd antivaksin ,,vaksin adlh hak anak anak yg hrs orang tua berikan sebagai salah satu ikhtiar mnjga anak anak kita dr virus penyakit#KLBcampak #imunisasi","https://web.facebook.com/irma.peanuts/posts/pfbid02fAcgB7DPUqj5wqWjrMB6HzPPUL1iuo9iwUEFaCNPeg21btjimJAtSb36bVNHRi3hl","18","209","1000","-1","NaN"
"25","Daris Munandar","2026-03-04T10:24:00.000Z","Campak gak habis habis euy ngeri mulai nyerang anak sd biasanya anak di bawah 5 tahun kalau campak itu rata rata ,hati hati ya bunda bunda segera bawa ke faskes kalau ada yang mengalami kenapa karena campak ini menular","https://web.facebook.com/darissirad666/posts/pfbid0Lp364ixVAYyL6XWnsVNL4HS8hCDpc3y9vhZVLMHzgYvcFvoWMyiLXWQ2G68PwSEhl","292","22","685","-1","NaN"
"26","Aep Saefullah","2026-07-13T07:45:00.000Z","Terjadi laka lantas barusan pisan depan mata daerah turunan ciperna gronggong wingbox rem blong ngehantem warung sama pengendara motor. Korban","https://web.facebook.com/aep.saefullah.56884/videos/1745887323081616/?idorvanity=1100508217125029","0","0","0","-1","NaN"
"27","Ambarwati","","Perang di Gaza blm pernh berhenti dn mrk tdk akan prnh mnghentikannya sblm bs menguasai scr total krn target zionis akan membangun kuil dajjal diarea Al Aqso,Perang in… Lihat selengkapnya","https://web.facebook.com/reel/1864103924258037/","0","0","0","-1","NaN"
"28","Chilya Rosyada Shulcha","2026-06-23T01:26:00.000Z","Hari ini jadwal Jindan vaksin campak aslinya sih udah dari bulan² lalu … Lihat selengkapnya","https://web.facebook.com/photo/?fbid=4393794190839405&set=a.1573115399573979","4","0","8","-1","NaN"
"29","Abu Julaibib","2026-04-15T07:38:00.000Z","Dukung para nakes Pro vaksin terima 3 suntikan vaksin campak sekaligus, agar mereka kebal sakti mandraguna.","https://web.facebook.com/photo/?fbid=815632421622842&set=pcb.815632491622835","2","0","2","-1","NaN"
"30","Pakdhe Indro","2026-04-07T01:37:00.000Z","WASPADA VAKSINKenapa waspada ?Karena dengan sengaja memasukkan virus HIDUP (campak + gondongan + campak jerman) ke dalam tubuh.Saat dipaksa vaksin dalam kondisi tidak sehat, maka virus hidup tadi menginfeksi tubuh & membuat anak sakit.Dan anak BISA MENULARKAN virus vaksin campak ke kawan-kawan nya juga.Saat dicek lab hasil PCR & uji antibody akan TERBACA POSITIF.Terus dijadikan 1 korban campak utk ditambahkan ke angka kasus KLB.Masih bisa ditambah kawan-kawaannya yg ketularan virus dari vaksin hidup juga.Saat angka KLB naik solusinya apa ? Paksa vaksin lebih banyak lagi.Lingkaran tanpa ujung yg tidak memperdulikan kesehatan manusia & tanpa logika ilmu diganostik demi apa ?Uang proyek ?","https://web.facebook.com/chooni.romadhony.1/posts/pfbid02Ke794CyQSsETP8SWx8EWNVCzXBF9Y2aZAhVkF2CpnfK5P9N7tdGpKe7WrHLnc8tCl","397","694","2200","-1","NaN"
"31","Bao Chenx","2025-04-06T10:34:00.000Z","Campak Anak gua hari selasa kemaren kena campak, tuh dah sembuh.. Tinggal nunggu regenerasi aja kulitnya lagi.. Tanpa obat, tanpa Herbal, dan Pasti tanpa VAKSIN laknat.. Lagian anak gua dr Brojol sampe sekarang umur 11 tahun ga pernah Imunisasi dan Vaksin apapun. Antibiotik juga ga pernah dikasih setetespun.. … Lihat selengkapnya","https://web.facebook.com/photo/?fbid=646613404800391&set=a.101256392669431","211","955","784","-1","NaN"
"32","Udan Fardan","","Kamu dari Kecil Udh diberi Vaksin CampakEeh Skrng Mlh di CampakanKamu dari Kecil Udh diberi Vaksin CampakEeh Skrng Mlh di Campakan","","0","0","83","-1","NaN"
"33","Pakdhe Indro","2026-04-07T01:39:00.000Z","JIKA NAKES DIVAKSIN CAMPAKVaksin campak berisi virus campak hidup genotype A.Karena KLB maka nakes wajib divaksin campak.Nakes sering kelalahan karena beban kerja yg berat (+ gaji minimal).Menyuntikkan virus hidup ke manusia yg tidak sehat akan menyebabkan infeksi virus & membuat sakit campak.Tinggal cek 3 hari setelah vaksin.Jika PCR saliva positif campak = menularkan virus campak ke semua pasien sakit di RS.Kasus campak bertambah & KLB disahkan.Untuk dipaksa vaksin LEBIH BANYAK.Untuk 280 juta rakyat di Indonesia. Tinggal dikalikan berapa juta rakyat X Rp.400.000","https://web.facebook.com/chooni.romadhony.1/posts/pfbid02obsq94RiaNWZvbbunLdyHaKag5XCrSZmLa2P2QJQZk6YV757hLQPHn6N1v8tiRPVl","82","100","616","-1","NaN"
"34","Aisya Fikritama","","""Campak? Vaksin dulu dong, biar besok nggak gampang dicampakin!""","https://web.facebook.com/reel/1066687738638138/","0","0","0","-1","NaN"
"35","Maulida Rahayu","","Padahal waktu kecil udah di vaksin campak,,,,Tapi ternyata pas sudah tua masih sj di Campakan,,,Padahal waktu kecil udah di vaksin campak,,,,Tapi ternyata pas sudah tua masih sj di Campakan,,,","","0","0","55","-1","NaN"
"36","Fina Nopiana","2026-05-04T08:17:00.000Z","Dari kecil sampe dewasa masih tetap di vaksinSetelah ini.,vaksin apalagi kah?? #VaksinCampak#BiarTidakDiCampakkan","https://web.facebook.com/vina.bayu.5/posts/pfbid02RLFQi7BCkKnbxiyyZLZmFPFmXe9YS1EGfwS8zRRu9vuzSpTGQQj4eQ5piKx4bHL2l","18","1","18","-1","NaN"
"37","#vaksincampaķ","","Adik habis suntik vaksin campak....#vaksincampaķ","https://web.facebook.com/reel/421765884330160/","0","0","0","-1","NaN"
"38","Ristin","2026-06-18T15:18:00.000Z","Beberapo hr diisolasi krn kena campak ,Setuo ini baru dimampiri padahal dulu SD prnh vaksin campak lo...","https://web.facebook.com/photo/?fbid=1552455989861743&set=a.114284747012215","11","1","18","-1","NaN"
"39","Nadra Naim","","Bulan ini kita vaksin campak dari umur 2 tahun sampe 5 tahun bagi yang punya bayi dan balita wajib datang karna banyaknya beredar penyakit varicela atau sarampa dan POSYANDU diundur dihari selasa tanggal 14 karna vaksin masi mau di ambil di DINAS,,,bagi kader kakatua 1 dan 2 minta tolong kerja samanya— bersama Nadra Naim dan 5 lainnya.","","0","0","33","-1","NaN"
"40","R'ky","2026-06-04T20:13:00.000Z","Dulu waktu kecil di vaksin campak, eeh udah gede d campakan","https://web.facebook.com/photo/?fbid=1315064677429653&set=a.629160722686722","36","0","42","-1","NaN"
"41","RoHer Vlog","2026-07-03T03:35:00.000Z","Salah tindakan bisa berakibat fatal Harusnya vaksin campak malah d vaksin DPT Kalau udah begini apakah petugas yg memenyunt!k anak tersebut bisa mempertanggung jawabkan tindakannya ?Padahal Ibu nya udah bilang mau vaksin campak tapi malah di vaksin DPT Smoga anak nya cepat sembuh","https://web.facebook.com/flower.ria.56/posts/pfbid0pJcZq7Uv8N6vUxQq9eZDQfWnss2AWshaxhJSedsBYhFfRbgD3T6p4WPmMvvDy95ol","39","2","30","-1","NaN"
"42","Ranty Ameliia","2026-01-25T07:50:00.000Z","Efeeek dari vaksin campak Dakppo yoo dek demam sedikitt, ini hak adek biar adekk makin kuat makin sehatt … Mama sama papa siap siaga untuk adekk  Sehatt sehattt yaa dek #fbproo#fypシ゚#jangkuanluas#jangkauanfoto#bayilucu#bayi#bayisehat#vaksincampak#masyaallahtabarakallah","https://web.facebook.com/ranty.ameliia/posts/pfbid0FzgGHXz6EYMHZwaZ2tXRCZAjBDS3jopGcs1UVfMCoDF4ZYcrML565bFfsq34aU4Vl","12","0","13","-1","NaN"
"43","Sintia Miexiang","","Teringat kata temanku .Kenapa pentingnya ""Vaksin CAMPAK dan RUBELLA""Agar nanti Besar Di Campakan ada yang Bela .Pagi allTeringat kata temanku .Kenapa pentingnya ""Vaksin CAMPAK dan RUBELLA""Agar nanti Besar Di Campakan ada yang Bela .Pagi all","","0","0","22","-1","NaN"
"44","Maping Buli","","Heran dari, kacil so vaksin, Campak serta Basar di campakanHeran dari, kacil so vaksin, Campak serta Basar di campakan","","0","0","6","-1","NaN"
"45","Risma","2026-04-09T05:01:00.000Z","Badannya sudah mulai panas efek suntik vaksin campak terkahir,semoga aja tidak terlalu rewel,kalok demamamynya tinggi,biasanya aku kompres pakai minyak telon campur baw… Lihat selengkapnya","https://web.facebook.com/photo/?fbid=1305100511495220&set=a.131349388870344","18","0","93","-1","NaN"
"46","Evhy Talia","","Hari ini di Vaksin campak biar tdk di Campakkan yahhh Smoga sehat2 trus trg e","https://web.facebook.com/evhy.talia.2025/posts/pfbid028UVSTd2y48YT7hNdnPFcjAQVSqF1PA6xDYhRAbRd6oTRdxWuZi8HnR98CX6XF4fal","1","0","27","-1","NaN"
"47","Dokter Winda Anak","","Anak belum vaksin Campak, apakah masih bisa dikejar pemberiannya?","https://web.facebook.com/reel/1358500612597813/","0","0","0","-1","NaN"
"48","Ria Afrian Ria","2025-08-27T03:03:00.000Z","Pelaksanaan vaksin campak kelas 1dan kanker serviks kelas 5 UPTD SDN 1 Braja Yekti Semoga anak anak selalu diberikan kesehatan #vaksincampak#vaksinkankerserviks#SDsederajat@sorotan","https://web.facebook.com/AfrianRia777/posts/pfbid02x9N2vZfCb8FDvnhod2g6kiJzm6ksKqU9H1MojSb2J4d2aFGjpgjxWvbPaVLPHz5pl","6","0","24","-1","NaN"
"49","#vaksi","","Vaksin Campak Dosis 1 Done #vaksi#… Lihat selengkapnya","https://web.facebook.com/photo/?fbid=27119507657710402&set=a.432931383461392","0","0","11","-1","NaN"
"50","Mom Uung","","Campak Lagi Meningkat, Lebaran Harus Lebih Waspada!… Lihat selengkapnya","https://web.facebook.com/reel/1249305397405729/","0","0","997","-1","NaN"
"51","Klinik Pratiwi","2026-03-08T09:33:00.000Z","Banyak orang tua belum tahu…kasus CAMPAK pada anak mulai meningkat kembali.Padahal penyakit ini sangat mudah menular dan bisa menyebabkan:• Demam tinggi• Ruam merah di seluruh tubuh• Batuk dan pilek berat• Mata merah• Bahkan komplikasi serius seperti radang paru.Kabar baiknya, campak bisa dicegah dengan imunisasi. Vaksin Campak tersedia di Klinik Pratiwi Setiap sorePukul 16.00 – 21.00 WITAJadi orang tua bisa membawa anak setelah pulang kerja atau setelah anak pulang sekolah. Klinik Pratiwi Reservasi / Informasi:0822-5254-4525Jangan tunggu sampai anak sakit.Lindungi anak dengan imunisasi tepat waktu.#ImunisasiAnak#VaksinCampak#AnakSehat#KlinikPratiwi","https://web.facebook.com/klinik.pratiwi.37/posts/pfbid02cMnQQvuRHCbcAoGEvHSYz7A2BeuPKoUop9aGfbjXSNPRzs8jcfKMBv1xkakPrykUl","4","1","27","-1","NaN"
"52","Nurpita Sari","2026-06-05T05:22:00.000Z","AssalamualaikumSuntik vaksin campak lagi hari ini bestie.Vaksin campak itu penting, kalau nggak di vaksin, nanti bodi gampang panas dingin kayak waktu lihat tetangga beli mobil baruBestieku semua pasti sudah pernah disuntik vaksin campakkan, kapan terakhir bestie vaksin?#fbpro#vaksincampak#jangkauanluas","https://web.facebook.com/nurpita.sari.811628/posts/pfbid0rKMncXetiayb8M2y8w8YjZi8PkKbtC2QZyv8NKMJd817owCkupBqaSSvVmR76pvpl","29","1","25","-1","NaN"
